id,listing_url,scrape_id,last_scraped,name,experiences_offered,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,city,state,zipcode,market,smart_location,country_code,country,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,license,jurisdiction_names,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
37750748,https://www.airbnb.com/rooms/37750748,2.02003E+13,3/23/20,Cozy private room close to Lincoln Park East,none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.73252,-74.07021,f,Apartment,Private room,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Private living room""}",,$35.00 ,,,$0.00 ,$30.00 ,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,30,60,90,365,3/23/20,1,1,10/1/19,10/1/19,40,2,2,10,2,10,4,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,0.17
37751214,https://www.airbnb.com/rooms/37751214,2.02003E+13,3/23/20,New Awesome Room in Great Location - Fast Wifi,none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74624,-74.0502,f,Apartment,Private room,1,2,1,1,Real Bed,"{Wifi,Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$42.00 ,,,,,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,29,59,89,364,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,
37751402,https://www.airbnb.com/rooms/37751402,2.02003E+13,3/23/20,"Fantastic Room - Closet Space, Free Wifi, Laundry",none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74762,-74.04352,t,Apartment,Private room,1,2,5,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""Hair dryer"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$42.00 ,,,,,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,29,59,89,364,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,
37751683,https://www.airbnb.com/rooms/37751683,2.02003E+13,3/23/20,New bright room 40 min from Manhattan/ Heights,none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.75111,-74.04863,f,Apartment,Private room,1,3,5,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$42.00 ,,,,,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,11,41,71,346,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,
37764753,https://www.airbnb.com/rooms/37764753,2.02003E+13,3/23/20,***Fits 8 people-near NYC-easy to get to NYC***,none,Roberto,9/13/14,"Jersey City, New Jersey, United States",within an hour,100%,100%,t,https://a0.muscache.com/im/users/21301663/profile_pic/1410665810/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/21301663/profile_pic/1410665810/original.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74356,-74.04675,t,Apartment,Entire home/apt,8,1,2,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony""}",,$125.00 ,,,$0.00 ,$100.00 ,4,$0.00 ,2,28,2,2,1125,1125,2,1125,today,t,6,26,46,179,3/23/20,19,19,9/2/19,3/1/20,99,10,9,10,10,9,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,1,1,0,0,2.79
37767781,https://www.airbnb.com/rooms/37767781,2.02003E+13,3/23/20,G2: Close to NYC 2 Bedroom 1 Bathroom Apt sleeps 7,none,Shweta,10/14/18,"New Jersey, United States",within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/1667edac-0fd0-48a8-a94b-6651ea6f4209.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1667edac-0fd0-48a8-a94b-6651ea6f4209.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74815,-74.05161,f,Apartment,Entire home/apt,7,1,2,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$99.00 ,,,$100.00 ,$70.00 ,5,$10.00 ,3,1125,3,3,1125,1125,3,1125,7 weeks ago,t,30,57,67,271,3/23/20,9,9,8/25/19,2/17/20,84,10,8,9,9,9,8,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,6,6,0,0,1.27
37768890,https://www.airbnb.com/rooms/37768890,2.02003E+13,3/23/20,"T1: Close to NYC 1 Bedroom, 1 Bathroom Apartment",none,Shweta,10/14/18,"New Jersey, United States",within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/1667edac-0fd0-48a8-a94b-6651ea6f4209.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1667edac-0fd0-48a8-a94b-6651ea6f4209.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74684,-74.05175,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$49.00 ,,,$100.00 ,$55.00 ,3,$5.00 ,28,365,28,28,1125,1125,28,1125,7 weeks ago,t,25,50,80,333,3/23/20,4,4,9/13/19,2/20/20,50,7,6,6,7,8,5,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,6,6,0,0,0.62
37769876,https://www.airbnb.com/rooms/37769876,2.02003E+13,3/23/20,Z3: Close to NYC 3 Bedroom 1 Bathroom Apartment,none,Shweta,10/14/18,"New Jersey, United States",within an hour,95%,99%,f,https://a0.muscache.com/im/pictures/user/1667edac-0fd0-48a8-a94b-6651ea6f4209.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1667edac-0fd0-48a8-a94b-6651ea6f4209.jpg?aki_policy=profile_x_medium,,5,5,"['email', 'phone', 'offline_government_id', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74642,-74.04963,f,Apartment,Entire home/apt,7,1,3,4,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$80.00 ,,,$100.00 ,$85.00 ,6,$5.00 ,2,1125,2,2,1125,1125,2,1125,6 weeks ago,t,22,47,59,233,3/23/20,6,6,10/12/19,3/12/20,70,8,6,10,8,8,8,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,6,6,0,0,1.1
37776114,https://www.airbnb.com/rooms/37776114,2.02003E+13,3/23/20,"Just 15 minutes to World Trade Center,charming apt",none,Natalia,9/2/15,"New York, New York, United States",within an hour,100%,100%,f,https://z0.muscache.cn/im/users/43139374/profile_pic/1441167255/original.jpg?aki_policy=profile_small,https://z0.muscache.cn/im/users/43139374/profile_pic/1441167255/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71392,-74.03826,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Wifi,""Air conditioning"",Kitchen,Heating,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Private entrance"",""Hot water""}",,$200.00 ,,,,$80.00 ,1,$0.00 ,2,365,2,2,365,365,2,365,3 weeks ago,t,24,54,84,359,3/23/20,7,7,9/30/19,1/26/20,89,10,8,10,10,10,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,moderate,f,f,1,1,0,0,1.19
37777141,https://www.airbnb.com/rooms/37777141,2.02003E+13,3/23/20,118 Magnolia Ave 6B,none,Elizabeth,3/14/18,"New York, New York, United States",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/12af378b-a572-4ada-bea1-f7057fb36b08.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/12af378b-a572-4ada-bea1-f7057fb36b08.jpg?aki_policy=profile_x_medium,,15,15,"['email', 'phone', 'work_email']",t,f,"Jersey City, NJ, United States",,Ward B (councilmember Mira Prinz-Arey),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.7332,-74.07228,f,Hotel,Hotel room,2,1,0,1,Real Bed,"{Internet,Wifi,""Air conditioning"",""Paid parking off premises"",""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",Microwave,Refrigerator,""BBQ grill"",""Garden or backyard"",""Long term stays allowed"",""Shower gel""}",,$65.00 ,,,$0.00 ,$0.00 ,1,$0.00 ,1,30,1,1,30,30,1,30,2 weeks ago,t,30,60,90,365,3/23/20,11,11,8/31/19,3/8/20,84,9,8,9,9,9,9,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,17,0,3,0,1.6
37778069,https://www.airbnb.com/rooms/37778069,2.02003E+13,3/23/20,WATERFRONT home on the HUDSON w/ NYC Empire views,none,J,12/25/14,"Jersey City, New Jersey, United States",within a day,100%,80%,f,https://a0.muscache.com/im/users/25195730/profile_pic/1419546537/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/25195730/profile_pic/1419546537/original.jpg?aki_policy=profile_x_medium,,1,1,"['phone', 'reviews']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7311,New York,"Jersey City, NJ",US,United States,40.71848,-74.0325,t,Apartment,Entire home/apt,5,2,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Gym,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Long term stays allowed"",Waterfront}",,$235.00 ,,,$200.00 ,$175.00 ,5,$0.00 ,2,120,2,2,120,120,2,120,2 weeks ago,t,12,20,21,21,3/23/20,4,4,10/14/19,2/24/20,100,10,10,9,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,flexible,f,f,1,1,0,0,0.74
37779536,https://www.airbnb.com/rooms/37779536,2.02003E+13,3/23/20,New 2 Bedroom Apartment in Paulus Hook!,none,Monte,10/1/12,"Jersey City, New Jersey, United States",within a few hours,100%,92%,f,https://a0.muscache.com/im/users/3731511/profile_pic/1407946602/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3731511/profile_pic/1407946602/original.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.71449,-74.03981,t,Apartment,Entire home/apt,3,1,2,2,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Shower gel"",""Trash can""}",,$200.00 ,,,$500.00 ,$120.00 ,3,$50.00 ,3,100,3,3,1125,1125,3,1125,2 weeks ago,t,30,53,76,166,3/23/20,10,10,9/20/19,3/15/20,100,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,flexible,f,f,1,1,0,0,1.61
37780126,https://www.airbnb.com/rooms/37780126,2.02003E+13,3/23/20,"Sun-drenched, Plant-filled Getaway",none,Devin,5/9/17,"Jersey City, New Jersey, United States",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/deff5642-4611-470a-8e9a-6aba82cd70f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/deff5642-4611-470a-8e9a-6aba82cd70f2.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone']",t,f,"Jersey City, NJ, United States",,Ward F (councilmember Jermaine D. Robinson),,Jersey City,NJ,7304,New York,"Jersey City, NJ",US,United States,40.72172,-74.06539,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Free parking on premises"",Breakfast,Heating,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",,$120.00 ,,,,,1,$0.00 ,5,15,5,5,15,15,5,15,7 months ago,t,0,0,0,0,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",t,f,flexible,f,f,1,1,0,0,
37783715,https://www.airbnb.com/rooms/37783715,2.02003E+13,3/23/20,Minutes from NEW YORK ...EVERYTHING INCLUDED!!!,none,Marisol,8/14/19,US,within a few hours,75%,79%,f,https://a0.muscache.com/im/pictures/user/7e8ba6ed-ca62-4892-af30-8d751725392b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7e8ba6ed-ca62-4892-af30-8d751725392b.jpg?aki_policy=profile_x_medium,Greenville,2,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"North Bergen, NJ, United States",,Ward A (councilmember Denise Ridley),,North Bergen,NJ,7047,New York,"North Bergen, NJ",US,United States,40.69748,-74.09728,t,House,Private room,1,1,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private living room"",""Dishes and silverware""}",,$40.00 ,,,$100.00 ,$40.00 ,1,$20.00 ,2,1125,2,2,1125,1125,2,1125,3 months ago,t,27,57,87,177,3/23/20,2,2,9/16/19,9/24/19,60,9,8,9,6,8,7,f,,"{""New Jersey State""}",f,f,strict_14_with_grace_period,f,f,2,0,2,0,0.32
37815846,https://www.airbnb.com/rooms/37815846,2.02003E+13,3/23/20,50% STAYCATION DISCOUNTS! ✪Charming 2BR Apartment✪,none,Henry,3/23/17,"New Jersey, United States",within an hour,100%,99%,f,https://a0.muscache.com/im/pictures/user/dce8d9ee-859e-4c9e-be81-5a4bfd63d5a6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/dce8d9ee-859e-4c9e-be81-5a4bfd63d5a6.jpg?aki_policy=profile_x_medium,,8,8,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'kba', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74707,-74.05122,f,Apartment,Entire home/apt,10,1,2,5,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",Keypad,""Private entrance"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$152.00 ,,,$400.00 ,$105.00 ,4,$20.00 ,2,1125,2,2,1125,1125,2,1125,yesterday,t,0,0,0,0,3/23/20,10,10,9/2/19,2/16/20,90,10,8,10,10,10,9,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,6,6,0,0,1.47
37826542,https://www.airbnb.com/rooms/37826542,2.02003E+13,3/23/20,"Private Room - Closet Space, Free Wifi, Laundry",none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74794,-74.04248,t,Apartment,Private room,1,2,5,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""Hair dryer"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$41.00 ,,,$0.00 ,$0.00 ,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,29,59,89,364,3/23/20,0,0,,,,,,,,,,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,
37827051,https://www.airbnb.com/rooms/37827051,2.02003E+13,3/23/20,"Awesome Room -  Free Wifi, Laundry in Coliving",none,Emma & David,7/20/17,"New York, New York, United States",within a few hours,100%,85%,f,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/138ab8b3-b0ca-46d2-8b65-937acd4f70c6.jpg?aki_policy=profile_x_medium,,43,43,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id']",t,f,"Jersey City, NJ, United States",,Ward D (councilmember Michael Yun),,Jersey City,NJ,7307,New York,"Jersey City, NJ",US,United States,40.74795,-74.04201,t,Apartment,Private room,1,2,5,1,Real Bed,"{Wifi,Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,""Hair dryer"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove}",,$41.00 ,,,$0.00 ,$0.00 ,1,$15.00 ,30,1125,15,30,1125,1125,29.9,1125,yesterday,t,29,59,89,364,3/23/20,1,1,9/8/19,9/8/19,100,10,10,10,8,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,strict_14_with_grace_period,f,f,57,0,50,7,0.15
37860838,https://www.airbnb.com/rooms/37860838,2.02003E+13,3/23/20,House by Journal Sqr Train Mins to New York,none,Cecile,8/17/19,US,within an hour,100%,95%,f,https://a0.muscache.com/im/pictures/user/54b4bea3-d540-4388-a436-89cbb699fe08.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/54b4bea3-d540-4388-a436-89cbb699fe08.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward C (councilmember Richard Boggiano),,Jersey City,NJ,7306,New York,"Jersey City, NJ",US,United States,40.72803,-74.0572,t,House,Entire home/apt,6,2.5,2,5,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Smart lock"",""Private entrance"",""Stair gates"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Trash can""}",,$150.00 ,,,$250.00 ,$120.00 ,4,$20.00 ,3,30,1,3,1125,1125,3,1125,today,t,27,53,68,149,3/23/20,17,17,9/2/19,2/19/20,91,9,9,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",t,f,strict_14_with_grace_period,f,f,1,1,0,0,2.5
37877460,https://www.airbnb.com/rooms/37877460,2.02003E+13,3/23/20,Urban oasis with backyard garden,none,Christine,8/5/14,"Jersey City, New Jersey, United States",within an hour,100%,75%,f,https://a0.muscache.com/im/pictures/user/91226454-f27e-40df-8cfb-b332497fed13.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/91226454-f27e-40df-8cfb-b332497fed13.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,f,"Jersey City, NJ, United States",,Ward E (councilmember James Solomon),,Jersey City,NJ,7302,New York,"Jersey City, NJ",US,United States,40.72504,-74.05001,t,Townhouse,Private room,2,1.5,1,1,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard""}",,$250.00 ,,,$0.00 ,$95.00 ,1,$0.00 ,3,1125,3,3,1125,1125,3,1125,a week ago,t,0,0,0,0,3/23/20,4,4,9/2/19,11/3/19,95,10,10,10,10,10,10,f,,"{""New Jersey State"","" Jersey City""}",f,f,moderate,f,f,1,0,1,0,0.59
